Abbreviation,TeamName,GridPosition,Position,Status,Points,Laps,quali_position,quali_time_s,gap_to_pole_s,gap_to_pole_pct,q3_appearance,quali_sector1_gap,quali_sector2_gap,quali_sector3_gap,best_compound_used,fp2_avg_long_run_pace,fp2_tyre_deg_rate,air_temp,track_temp,humidity,wind_speed,is_wet_race,is_sprint_weekend,quali_position_delta,podium_finish,season,race_round,reg_era,driver_elo_pre,driver_elo_post,teammate_elo_pre,elo_vs_teammate_diff,EventName,circuit_type,dnf_type,is_driver_dnf,is_mech_dnf,is_dnf,driver_avg_finish_roll5,driver_avg_points_roll5,driver_error_dnf_rate_roll5,driver_avg_quali_roll5,driver_avg_quali_gap_roll5,team_avg_points_roll5,team_mech_dnf_rate_roll5,team_avg_quali_roll5
RIC,Renault,10.0,20.0,Collision,0.0,31.0,11.0,102.477,1.9819999999999995,1.9722374247474992,0,0.7689999999999984,1.1450000000000031,0.370000000000001,SOFT,113.8308,0.3449999999999978,19.76356589147287,39.65426356589147,51.40852713178294,1.2496124031007751,0,0,1.0,0,2019,4,pre_2022,1426.1674847641386,1422.1184571451274,1477.5904323713016,-51.422947607162996,Azerbaijan Grand Prix,Street,driver_error,1,0,1,10.4,6.0,0.0,8.2,1.471709837608554,4.0,0.5,11.7
HAM,Mercedes,2.0,1.0,Finished,26.0,66.0,2.0,76.04,0.6340000000000003,0.8407819006445114,1,0.3620000000000019,0.240000000000002,0.2339999999999982,SOFT,83.5311111111111,0.4462666666666642,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,1,2019,5,pre_2022,1587.488668031592,1586.4492528061198,1412.511331968408,174.97733606318388,Spanish Grand Prix,High-Downforce,none,0,0,0,1.4,22.2,0.0,1.8,0.09051528183146494,41.6,0.0,1.9
BOT,Mercedes,1.0,2.0,Finished,18.0,66.0,1.0,75.406,0.0,0.0,1,0.2040000000000006,0.0,0.0,SOFT,83.10644444444443,-0.1891833333333418,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,1,2019,5,pre_2022,1412.511331968408,1413.5507471938802,1587.488668031592,-174.97733606318388,Spanish Grand Prix,High-Downforce,none,0,0,0,2.2,19.4,0.0,2.0,0.15078184403848088,41.6,0.0,1.9
VER,Red Bull Racing,4.0,3.0,Finished,15.0,66.0,4.0,76.357,0.9509999999999934,1.261172850966758,1,0.4770000000000003,0.2340000000000017,0.443999999999999,SOFT,83.12933333333332,0.0409142857142838,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,1,2019,5,pre_2022,1637.8633752109658,1647.167951103805,1482.966687126204,154.89668808476176,Spanish Grand Prix,High-Downforce,none,0,0,0,3.6,13.2,0.0,4.8,0.8092875338967394,18.2,0.1,8.5
VET,Ferrari,3.0,4.0,Finished,12.0,66.0,3.0,76.272,0.8659999999999997,1.148449725486035,1,0.0,0.3369999999999997,0.7330000000000005,SOFT,83.61533333333334,0.1346785714285709,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1572.1954201284962,1585.9570797167526,1523.2696175040905,48.925802624405605,Spanish Grand Prix,High-Downforce,none,0,0,0,3.4,14.0,0.0,2.8,0.4375540473892469,23.4,0.1,3.7
LEC,Ferrari,5.0,5.0,Finished,10.0,66.0,5.0,76.588,1.181999999999988,1.5675145213908546,1,0.2660000000000018,0.365000000000002,0.754999999999999,SOFT,84.38242857142858,-0.1965758241758264,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1523.2696175040905,1509.5079579158341,1572.1954201284962,-48.925802624405605,Spanish Grand Prix,High-Downforce,none,0,0,0,5.0,10.6,0.0,5.4,0.9100013168262793,23.4,0.1,3.7
GAS,Red Bull Racing,6.0,6.0,Finished,8.0,66.0,6.0,76.708,1.3019999999999925,1.7266530514813043,1,0.6370000000000005,0.3889999999999993,0.4800000000000004,SOFT,84.5157,0.2183575757575768,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1482.966687126204,1473.6621112333648,1637.8633752109658,-154.89668808476176,Spanish Grand Prix,High-Downforce,none,0,0,0,11.6,2.6,0.0,14.6,2.5263751625983795,18.2,0.1,8.5
MAG,Haas F1 Team,8.0,7.0,Finished,6.0,66.0,8.0,76.922,1.5159999999999911,2.0104500968092607,1,0.5609999999999999,0.4250000000000007,0.7339999999999982,SOFT,84.03566666666667,0.0310769230769238,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1517.3656127928557,1522.1714871930533,1482.6343872071443,34.7312255857114,Spanish Grand Prix,High-Downforce,none,0,0,0,11.0,1.8,0.0,9.6,1.923079587881271,2.2,0.3,9.4
SAI,McLaren,12.0,8.0,Finished,4.0,66.0,13.0,77.599,2.192999999999998,2.9082566374028564,0,0.3960000000000008,0.7510000000000012,1.25,SOFT,84.02166666666668,-0.0218782249741984,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,1.0,0,2019,5,pre_2022,1507.53530855244,1513.453480639085,1497.0693838506875,10.465924701752556,Spanish Grand Prix,High-Downforce,none,0,0,0,13.2,2.8,0.2,12.0,2.1331823459118855,3.6,0.1,12.2
KVY,Toro Rosso,9.0,9.0,Finished,2.0,66.0,9.0,77.573,2.1669999999999874,2.873776622549913,1,0.5180000000000007,0.6990000000000016,0.8240000000000016,SOFT,84.73315384615385,0.1861923076923126,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1479.3858864037402,1497.2756546564162,1520.6141135962598,-41.228227192519626,Spanish Grand Prix,High-Downforce,none,0,0,0,15.0,0.25,0.5,11.75,2.0325946805535047,0.8,0.1,12.8
GRO,Haas F1 Team,7.0,10.0,Finished,1.0,66.0,7.0,76.911,1.5049999999999957,1.9958623982176424,1,0.4140000000000015,0.4080000000000012,0.8870000000000005,SOFT,84.72491666666666,0.0344230769230799,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1482.6343872071443,1477.8285128069467,1517.3656127928557,-34.7312255857114,Spanish Grand Prix,High-Downforce,none,0,0,0,15.2,0.4,0.0,9.2,1.8205119003979995,2.2,0.3,9.4
ALB,Toro Rosso,11.0,11.0,Finished,0.0,66.0,12.0,77.445,2.0389999999999877,2.704028857120106,0,0.5120000000000005,0.7609999999999992,0.9699999999999988,SOFT,83.89357142857143,0.0635208791208755,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,1.0,0,2019,5,pre_2022,1520.6141135962598,1502.7243453435838,1479.3858864037402,41.228227192519626,Spanish Grand Prix,High-Downforce,none,0,0,0,11.0,0.75,0.0,12.333333333333334,2.178290296528767,0.8,0.1,12.8
RIC,Renault,13.0,12.0,Finished,0.0,66.0,10.0,78.106,2.6999999999999886,3.580616927034969,1,0.429000000000002,0.7550000000000026,0.9130000000000004,SOFT,83.46507692307692,-0.2376813186813206,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,-3.0,0,2019,5,pre_2022,1422.1184571451274,1440.8329961892061,1481.6394599903128,-59.52100284518542,Spanish Grand Prix,High-Downforce,none,0,0,0,13.6,3.6,0.2,9.2,1.7178242121702787,4.0,0.4,11.4
HUL,Renault,0.0,13.0,Finished,0.0,66.0,16.0,78.404,2.9979999999999905,3.97581094342624,0,0.6950000000000003,1.0229999999999997,1.4839999999999982,SOFT,83.98716666666665,0.057783216783218,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,16.0,0,2019,5,pre_2022,1481.6394599903128,1462.9249209462341,1422.1184571451274,59.52100284518542,Spanish Grand Prix,High-Downforce,none,0,0,0,15.6,1.2,0.2,12.4,2.270786979101575,4.0,0.4,11.4
RAI,Alfa Romeo Racing,14.0,14.0,Finished,0.0,66.0,14.0,77.788,2.381999999999991,3.1588998222952958,0,0.4760000000000026,1.0150000000000006,1.0949999999999989,SOFT,90.88383333333331,-0.5973999999999952,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1512.0198898925123,1525.0772301263269,1447.385394598434,64.6344952940783,Spanish Grand Prix,High-Downforce,none,0,0,0,10.6,2.6,0.0,10.8,1.5585130617323575,3.25,0.0,12.625
PER,Racing Point,15.0,15.0,Finished,0.0,66.0,15.0,77.886,2.4799999999999898,3.28886295520249,0,0.6020000000000003,0.9450000000000004,1.1370000000000005,SOFT,84.18885714285715,0.0109054945054889,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1533.7369153126447,1546.2507266657326,1456.8019957109213,76.93491960172332,Spanish Grand Prix,High-Downforce,none,0,0,0,9.0,3.4,0.0,11.0,2.1813311428363473,4.2,0.1,12.8
GIO,Alfa Romeo Racing,18.0,16.0,Finished,0.0,66.0,18.0,78.664,3.257999999999996,4.320611091955541,0,0.5680000000000014,1.0570000000000022,1.837,SOFT,85.19007692307693,0.1569450549450573,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1447.385394598434,1434.3280543646194,1512.0198898925123,-64.6344952940783,Spanish Grand Prix,High-Downforce,none,0,0,0,13.25,0.0,0.0,12.666666666666666,2.381990175642394,3.25,0.0,12.625
RUS,Williams,19.0,17.0,+1 Lap,0.0,65.0,19.0,79.072,3.665999999999997,4.861682094263052,0,0.8290000000000006,1.3599999999999994,1.681000000000001,SOFT,85.46245454545455,-0.142463636363633,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,0.0,0,2019,5,pre_2022,1555.8009426289977,1566.8312456204,1444.1990573710023,111.60188525799549,Spanish Grand Prix,High-Downforce,none,0,0,0,15.5,0.0,0.0,18.0,4.459142055483584,0.0,0.0,18.7
KUB,Williams,17.0,18.0,+1 Lap,0.0,65.0,20.0,80.254,4.847999999999999,6.429196615653924,0,1.0809999999999995,1.686,2.285,SOFT,92.81233333333334,-2.375371428571433,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,3.0,0,2019,5,pre_2022,1444.1990573710023,1433.1687543796,1555.8009426289977,-111.60188525799549,Spanish Grand Prix,High-Downforce,none,0,0,0,16.5,0.0,0.0,19.0,5.106151860717493,0.0,0.0,18.7
STR,Racing Point,16.0,19.0,Collision,0.0,44.0,17.0,78.471,3.0649999999999977,4.064663289393414,0,0.5510000000000019,0.9570000000000008,1.7609999999999992,SOFT,84.53866666666666,0.0077412587412588,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,1.0,0,2019,5,pre_2022,1456.8019957109213,1444.2881843578334,1533.7369153126447,-76.93491960172332,Spanish Grand Prix,High-Downforce,driver_error,1,0,1,11.4,0.8,0.0,16.8,3.0089561034144436,4.2,0.1,12.8
NOR,McLaren,10.0,20.0,Collision,0.0,44.0,11.0,77.338,1.931999999999988,2.562130334456128,0,0.5100000000000016,0.6930000000000014,0.9329999999999998,SOFT,83.83266666666667,-0.0255607142857112,20.147727272727277,40.72727272727273,54.724242424242426,1.9295454545454545,0,0,1.0,0,2019,5,pre_2022,1497.0693838506875,1491.1512117640425,1507.53530855244,-10.465924701752556,Spanish Grand Prix,High-Downforce,driver_error,1,0,1,11.0,3.0,0.25,10.0,1.906479261981073,3.6,0.1,12.2
HAM,Mercedes,1.0,1.0,Finished,25.0,78.0,1.0,70.166,0.0,0.0,1,0.0,0.0699999999999931,0.0,SOFT,77.623,0.3639757575757572,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,1,2019,6,pre_2022,1586.4492528061198,1595.0850829374226,1413.5507471938802,172.89850561223966,Monaco Grand Prix,Street,none,0,0,0,1.4,22.4,0.0,2.0,0.2586716619603672,43.4,0.0,1.9
VET,Ferrari,4.0,2.0,Finished,18.0,78.0,4.0,70.947,0.7810000000000059,1.113074708548308,1,0.2509999999999976,0.4179999999999992,0.1820000000000021,SOFT,81.8743076923077,2.03313186813187,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,1,2019,6,pre_2022,1585.9570797167526,1598.4922072713932,1509.5079579158341,76.44912180091842,Monaco Grand Prix,Street,none,0,0,0,3.8,12.8,0.0,2.8,0.5974083488803179,24.2,0.0,3.8
BOT,Mercedes,2.0,3.0,Finished,15.0,78.0,2.0,70.252,0.0859999999999985,0.1225664851922562,1,0.073999999999998,0.0,0.0820000000000007,SOFT,79.15254545454546,-0.1060272727272709,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,1,2019,6,pre_2022,1413.5507471938802,1404.9149170625774,1586.4492528061198,-172.89850561223966,Monaco Grand Prix,Street,none,0,0,0,1.6,21.0,0.0,1.8,0.11660246559680605,43.4,0.0,1.9
VER,Red Bull Racing,3.0,4.0,Finished,12.0,78.0,3.0,70.641,0.4750000000000085,0.6769660519339973,1,0.2309999999999981,0.2189999999999941,0.0719999999999991,SOFT,79.355,0.7570952380952412,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1647.167951103805,1655.781755103596,1473.6621112333648,173.50583987044024,Monaco Grand Prix,Street,none,0,0,0,3.6,13.2,0.0,4.4,0.893789969144841,17.4,0.1,8.4
GAS,Red Bull Racing,8.0,5.0,Finished,11.0,78.0,5.0,71.041,0.875,1.2470427272468148,1,0.4989999999999988,0.3439999999999941,0.1020000000000003,SOFT,78.4829,0.1813151515151526,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,-3.0,0,2019,6,pre_2022,1473.6621112333648,1465.048307233574,1647.167951103805,-173.50583987044024,Monaco Grand Prix,Street,none,0,0,0,9.6,4.2,0.0,12.4,2.06874163453257,17.4,0.1,8.4
SAI,McLaren,9.0,6.0,Finished,8.0,78.0,9.0,71.417,1.2510000000000048,1.7829148020408814,1,0.3909999999999982,0.6899999999999977,0.240000000000002,SOFT,77.68579999999999,0.0766035714285714,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1513.453480639085,1528.4278315428974,1491.1512117640425,22.3022688750425,Monaco Grand Prix,Street,none,0,0,0,13.6,2.0,0.2,12.4,2.253201080612322,4.4,0.1,11.3
KVY,Toro Rosso,7.0,7.0,Finished,6.0,78.0,8.0,71.271,1.105000000000004,1.5748368155516972,1,0.5009999999999977,0.4439999999999955,0.2300000000000004,SOFT,78.28013333333334,0.0074750000000025,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,1.0,0,2019,6,pre_2022,1497.2756546564162,1513.526555566639,1502.7243453435838,-5.448690687167527,Monaco Grand Prix,Street,none,0,0,0,13.8,0.6,0.4,11.2,2.2008310689527866,1.2,0.0,11.6
ALB,Toro Rosso,10.0,8.0,Finished,4.0,78.0,10.0,71.653,1.487000000000009,2.119260040475457,1,0.5289999999999999,0.6879999999999953,0.1159999999999996,SOFT,77.11116666666666,0.1951320949432412,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1502.7243453435838,1486.473444433361,1497.2756546564162,5.448690687167527,Monaco Grand Prix,Street,none,0,0,0,11.0,0.6,0.0,12.25,2.3097249366766017,1.2,0.0,11.6
RIC,Renault,6.0,9.0,Finished,2.0,78.0,7.0,71.218,1.0520000000000067,1.4993016560727517,1,0.4889999999999972,0.4989999999999952,0.1340000000000003,SOFT,78.33804999999998,0.120393233082709,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,1.0,0,2019,6,pre_2022,1440.8329961892061,1457.848998012198,1462.9249209462341,-22.091924757027982,Monaco Grand Prix,Street,none,0,0,0,15.2,1.2,0.2,10.2,2.3058804203297676,2.4,0.4,11.9
GRO,Haas F1 Team,13.0,10.0,Finished,1.0,78.0,13.0,72.027,1.861000000000004,2.6522817318929457,0,0.6849999999999987,0.6439999999999984,0.4120000000000026,SOFT,77.38606666666668,0.119353571428573,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1477.8285128069467,1486.2595660899262,1522.1714871930533,-44.34297438610656,Monaco Grand Prix,Street,none,0,0,0,15.4,0.2,0.0,9.2,1.9247290031189386,3.0,0.3,8.9
NOR,McLaren,12.0,11.0,Finished,0.0,78.0,12.0,71.724,1.558000000000007,2.220448650343481,0,0.6020000000000003,0.7109999999999985,0.3150000000000013,SOFT,77.40400000000001,0.8566999999999921,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1491.1512117640425,1476.1768608602301,1513.453480639085,-22.3022688750425,Monaco Grand Prix,Street,none,0,0,0,12.8,2.4,0.4,10.2,2.037609476476084,4.4,0.1,11.3
PER,Racing Point,16.0,12.0,+1 Lap,0.0,77.0,17.0,72.233,2.0670000000000077,2.945871219679057,0,0.6980000000000004,1.012999999999998,0.4260000000000019,SOFT,82.14625,2.229255244755243,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,1.0,0,2019,6,pre_2022,1546.2507266657326,1557.685492970649,1444.2881843578334,101.96254230789918,Monaco Grand Prix,Street,none,0,0,0,10.4,2.6,0.0,11.2,2.259531187091184,3.4,0.0,13.7
HUL,Renault,11.0,13.0,+1 Lap,0.0,77.0,11.0,71.67,1.5040000000000049,2.143488299176246,0,0.504999999999999,0.7979999999999947,0.2710000000000008,SOFT,78.96606666666665,0.116717857142859,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1462.9249209462341,1445.9089191232422,1440.8329961892061,22.091924757027982,Monaco Grand Prix,Street,none,0,0,0,14.2,1.2,0.0,13.6,2.6971494547248147,2.4,0.4,11.9
MAG,Haas F1 Team,5.0,14.0,+1 Lap,0.0,77.0,6.0,71.109,0.9429999999999978,1.343955762049993,1,0.4319999999999986,0.3989999999999938,0.1820000000000021,SOFT,77.840625,0.1282999999999999,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,1.0,0,2019,6,pre_2022,1522.1714871930533,1513.7404339100738,1477.8285128069467,44.34297438610656,Monaco Grand Prix,Street,none,0,0,0,10.4,2.8,0.0,8.6,1.7945453061270187,3.0,0.3,8.9
RUS,Williams,19.0,15.0,+1 Lap,0.0,77.0,19.0,73.477,3.311000000000007,4.718809679901957,0,0.9770000000000004,1.6089999999999949,0.7950000000000017,SOFT,79.66312500000001,-0.0113882352941173,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1566.8312456204,1576.9625705422015,1433.1687543796,133.66249124080014,Monaco Grand Prix,Street,none,0,0,0,15.8,0.0,0.0,18.2,4.539650063239478,0.0,0.0,18.7
STR,Racing Point,17.0,16.0,+1 Lap,0.0,77.0,18.0,72.846,2.680000000000007,3.819513724595968,0,0.9399999999999976,1.1729999999999947,0.6370000000000005,SOFT,83.8852,-0.50231515151515,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,1.0,0,2019,6,pre_2022,1444.2881843578334,1432.853418052917,1546.2507266657326,-101.96254230789918,Monaco Grand Prix,Street,none,0,0,0,12.6,0.8,0.2,16.2,3.0015836786929606,3.4,0.0,13.7
RAI,Alfa Romeo Racing,14.0,17.0,+1 Lap,0.0,77.0,14.0,72.115,1.948999999999998,2.7776986004617594,0,0.6789999999999985,0.8869999999999933,0.3309999999999995,SOFT,78.23805882352941,-2.205882353151584e-05,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1525.0772301263269,1536.9905916946923,1434.3280543646194,90.74917576170742,Monaco Grand Prix,Street,none,0,0,0,9.6,2.6,0.0,12.8,2.1976483175361543,2.6,0.0,13.3
KUB,Williams,20.0,18.0,+1 Lap,0.0,77.0,20.0,73.751,3.585000000000008,5.109312202491247,0,0.9869999999999984,1.5219999999999985,1.1460000000000008,SOFT,78.84088235294116,0.0466495098039219,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,0.0,0,2019,6,pre_2022,1433.1687543796,1423.0374294577985,1566.8312456204,-133.66249124080014,Monaco Grand Prix,Street,none,0,0,0,16.8,0.0,0.0,19.2,5.37076081170478,0.0,0.0,18.7
GIO,Alfa Romeo Racing,18.0,19.0,+2 Laps,0.0,76.0,15.0,72.185,2.019000000000005,2.877462018641515,0,0.602999999999998,0.8289999999999935,0.4480000000000004,SOFT,79.73795833333334,0.5938804347826071,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,-3.0,0,2019,6,pre_2022,1434.3280543646194,1422.414692796254,1525.0772301263269,-90.74917576170742,Monaco Grand Prix,Street,none,0,0,0,13.8,0.0,0.0,14.0,2.866645404720681,2.6,0.0,13.3
LEC,Ferrari,15.0,20.0,Collision,0.0,16.0,16.0,72.149,1.983000000000004,2.8261551178633586,0,0.6980000000000004,1.026999999999994,0.3279999999999994,SOFT,79.68258333333333,0.0828496503496486,22.7546762589928,32.72949640287769,52.69784172661871,0.9035971223021584,1,0,1.0,0,2019,6,pre_2022,1509.5079579158341,1496.9728303611935,1585.9570797167526,-76.44912180091842,Monaco Grand Prix,Street,driver_error,1,0,1,4.6,11.4,0.0,4.8,0.919054572392507,24.2,0.0,3.8
HAM,Mercedes,2.0,1.0,Finished,25.0,70.0,2.0,70.446,0.206000000000003,0.2932801822323506,1,0.0,0.0,0.2980000000000018,SOFT,,,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,1,2019,7,pre_2022,1595.0850829374226,1603.1085346972,1404.9149170625774,190.17016587484522,Canadian Grand Prix,Street,none,0,0,0,1.2,23.8,0.0,2.0,0.2586716619603672,42.6,0.0,1.9
VET,Ferrari,1.0,2.0,Finished,18.0,70.0,1.0,70.24,0.0,0.0,1,0.0339999999999989,0.0579999999999998,0.0,SOFT,79.01875000000001,0.1689615384615381,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,1,2019,7,pre_2022,1598.4922072713932,1609.9457274227987,1496.9728303611935,101.51937691019975,Canadian Grand Prix,Street,none,0,0,0,3.4,14.0,0.0,3.0,0.6450860344212065,23.4,0.0,5.0
LEC,Ferrari,3.0,3.0,Finished,15.0,70.0,3.0,70.92,0.6800000000000068,0.9681093394077548,1,0.1600000000000001,0.0489999999999994,0.5629999999999988,SOFT,78.37941176470588,-0.1076715686274514,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,1,2019,7,pre_2022,1496.9728303611935,1485.519310209788,1598.4922072713932,-101.51937691019975,Canadian Grand Prix,Street,none,0,0,0,7.6,9.4,0.2,7.0,1.2467287537814475,23.4,0.0,5.0
BOT,Mercedes,6.0,4.0,Finished,13.0,70.0,6.0,71.101,0.8610000000000042,1.2257972665148125,1,0.1260000000000012,0.2910000000000003,0.5300000000000011,MEDIUM,77.84988235294117,-0.118002450980393,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,0,2019,7,pre_2022,1404.9149170625774,1396.8914653028,1595.0850829374226,-190.17016587484522,Canadian Grand Prix,Street,none,0,0,0,2.0,18.8,0.0,1.8,0.11328483551749899,42.6,0.0,1.9
VER,Red Bull Racing,9.0,5.0,Finished,10.0,70.0,11.0,71.8,1.5600000000000025,2.220956719817771,0,0.4789999999999992,0.4050000000000011,0.5869999999999997,SOFT,81.58871428571429,0.6333928571428574,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,2.0,0,2019,7,pre_2022,1655.781755103596,1654.1857295865254,1465.048307233574,190.73344787002202,Canadian Grand Prix,Street,none,0,0,0,3.8,12.6,0.0,4.2,0.8219421686726118,19.0,0.1,7.1
RIC,Renault,4.0,6.0,+1 Lap,8.0,69.0,4.0,71.071,0.8310000000000031,1.1830865603644691,1,0.3689999999999998,0.2439999999999997,0.3099999999999987,SOFT,78.14100000000002,-0.1119370629370602,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,0,2019,7,pre_2022,1457.848998012198,1473.299353426658,1445.9089191232422,11.940078888955895,Canadian Grand Prix,Street,none,0,0,0,13.2,1.6,0.2,9.2,2.087886714817436,1.6,0.3,11.4
HUL,Renault,7.0,7.0,+1 Lap,6.0,69.0,7.0,71.324,1.0840000000000032,1.543280182232351,1,0.4179999999999992,0.3320000000000007,0.4260000000000019,SOFT,77.63344444444445,-0.0185000000000037,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,0,2019,7,pre_2022,1445.9089191232422,1430.4585637087823,1457.848998012198,-11.940078888955895,Canadian Grand Prix,Street,none,0,0,0,15.4,0.0,0.0,13.6,2.6099810011987357,1.6,0.3,11.4
GAS,Red Bull Racing,5.0,8.0,+1 Lap,4.0,69.0,5.0,71.079,0.8389999999999986,1.194476082004554,1,0.2139999999999986,0.1999999999999993,0.5169999999999995,SOFT,81.7,-0.1259515151515177,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,0.0,0,2019,7,pre_2022,1465.048307233574,1466.6443327506445,1655.781755103596,-190.73344787002202,Canadian Grand Prix,Street,none,0,0,0,8.4,6.4,0.0,10.0,1.5934089087951375,19.0,0.1,7.1
STR,Racing Point,17.0,9.0,+1 Lap,2.0,69.0,18.0,72.266,2.0260000000000105,2.8843963553530902,0,0.9439999999999992,0.6930000000000014,0.4810000000000016,SOFT,78.70528571428572,0.1411785714285676,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,1.0,0,2019,7,pre_2022,1432.853418052917,1444.766912819399,1557.685492970649,-124.83207491773192,Canadian Grand Prix,Street,none,0,0,0,14.0,0.4,0.2,16.6,3.136557168834928,3.0,0.0,14.6
KVY,Toro Rosso,10.0,10.0,+1 Lap,1.0,69.0,12.0,71.921,1.6810000000000116,2.393223234624162,0,0.6310000000000002,0.5339999999999989,0.6080000000000005,SOFT,78.22158333333334,0.0871363636363655,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,2.0,0,2019,7,pre_2022,1513.526555566639,1528.2832255033186,1486.473444433361,27.05311113327798,Canadian Grand Prix,Street,none,0,0,0,13.2,1.6,0.4,9.8,1.9472523495146092,3.0,0.0,10.6
SAI,McLaren,11.0,11.0,+1 Lap,0.0,69.0,9.0,73.981,3.741,5.326025056947608,1,0.5249999999999986,0.5749999999999993,0.3240000000000016,SOFT,78.32230769230767,0.2243901098901121,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,-2.0,0,2019,7,pre_2022,1528.4278315428974,1532.4395636927213,1476.1768608602301,52.25097068266723,Canadian Grand Prix,Street,none,0,0,0,10.8,3.6,0.2,10.6,1.9642059280567536,6.0,0.0,10.8
PER,Racing Point,15.0,12.0,+1 Lap,0.0,69.0,16.0,72.197,1.957000000000008,2.786161731207301,0,0.7319999999999993,0.5760000000000005,0.7409999999999997,SOFT,79.8071,0.1703212121212123,29.368253968253967,51.098412698412695,16.14761904761905,1.3087301587301583,0,0,1.0,0,2019,7,pre_2022,1557.685492970649,1545.771998204167,1432.853418052917,124.83207491773192,Canadian Grand Prix,Street,none,0,0,0,10.2,2.6,0.0,12.6,2.2784199155336173,3.0,0.0,14.6
